level,logical_room,physical_background,tile_x,tile_y,pixel_x,pixel_y,tile_id,literal_marker_text,category,behaviour_runtime,confidence
3,27,31,7,7,$090,$088,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
3,27,31,11,7,$0D0,$088,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
3,27,31,9,8,$0B0,$098,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
4,9,9,6,5,$080,$068,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
4,15,15,6,6,$080,$078,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
4,15,15,8,7,$0A0,$088,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
4,17,17,7,7,$090,$088,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
4,17,17,9,8,$0B0,$098,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
4,32,32,7,5,$090,$068,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
4,32,32,14,9,$100,$0A8,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
4,45,45,6,5,$080,$068,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
4,71,71,9,6,$0B0,$078,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
4,73,73,1,7,$030,$088,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
4,73,73,12,7,$0E0,$088,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
4,73,73,3,8,$050,$098,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
4,73,73,10,9,$0C0,$0A8,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
1,0,0,17,8,$130,$098,$1FA,BACK FIRE,bonus_object,$016D46,High
1,4,10,15,7,$110,$088,$1FA,BACK FIRE,bonus_object,$016D46,High
2,11,11,4,2,$060,$038,$1FA,BACK FIRE,bonus_object,$016D46,High
2,17,8,9,8,$0B0,$098,$1FA,BACK FIRE,bonus_object,$016D46,High
2,28,18,12,4,$0E0,$058,$1FA,BACK FIRE,bonus_object,$016D46,High
3,3,12,6,2,$080,$038,$1FA,BACK FIRE,bonus_object,$016D46,High
3,6,23,3,4,$050,$058,$1FA,BACK FIRE,bonus_object,$016D46,High
3,9,3,11,2,$0D0,$038,$1FA,BACK FIRE,bonus_object,$016D46,High
3,25,7,10,2,$0C0,$038,$1FA,BACK FIRE,bonus_object,$016D46,High
3,28,30,11,7,$0D0,$088,$1FA,BACK FIRE,bonus_object,$016D46,High
4,29,29,1,3,$030,$048,$1FA,BACK FIRE,bonus_object,$016D46,High
4,42,42,13,9,$0F0,$0A8,$1FA,BACK FIRE,bonus_object,$016D46,High
4,48,48,4,9,$060,$0A8,$1FA,BACK FIRE,bonus_object,$016D46,High
4,52,52,1,9,$030,$0A8,$1FA,BACK FIRE,bonus_object,$016D46,High
4,64,64,6,7,$080,$088,$1FA,BACK FIRE,bonus_object,$016D46,High
4,76,76,9,3,$0B0,$048,$1FA,BACK FIRE,bonus_object,$016D46,High
1,3,9,16,2,$120,$038,$1FC,CRP LFT SLO,crp_mover,$017410,High
1,3,9,17,2,$130,$038,$1FC,CRP LFT SLO,crp_mover,$017410,High
1,3,9,18,2,$140,$038,$1FC,CRP LFT SLO,crp_mover,$017410,High
1,3,9,19,2,$150,$038,$1FC,CRP LFT SLO,crp_mover,$017410,High
1,19,13,15,6,$110,$078,$1FC,CRP LFT SLO,crp_mover,$017410,High
2,4,13,16,2,$120,$038,$1FC,CRP LFT SLO,crp_mover,$017410,High
2,4,13,17,2,$130,$038,$1FC,CRP LFT SLO,crp_mover,$017410,High
2,4,13,18,2,$140,$038,$1FC,CRP LFT SLO,crp_mover,$017410,High
2,4,13,19,2,$150,$038,$1FC,CRP LFT SLO,crp_mover,$017410,High
2,9,3,5,3,$070,$048,$1FC,CRP LFT SLO,crp_mover,$017410,High
2,9,3,6,3,$080,$048,$1FC,CRP LFT SLO,crp_mover,$017410,High
2,9,3,7,3,$090,$048,$1FC,CRP LFT SLO,crp_mover,$017410,High
2,12,12,8,2,$0A0,$038,$1FC,CRP LFT SLO,crp_mover,$017410,High
2,12,12,9,2,$0B0,$038,$1FC,CRP LFT SLO,crp_mover,$017410,High
2,12,12,10,2,$0C0,$038,$1FC,CRP LFT SLO,crp_mover,$017410,High
2,12,12,11,2,$0D0,$038,$1FC,CRP LFT SLO,crp_mover,$017410,High
2,12,12,12,2,$0E0,$038,$1FC,CRP LFT SLO,crp_mover,$017410,High
2,12,12,13,2,$0F0,$038,$1FC,CRP LFT SLO,crp_mover,$017410,High
2,12,12,14,2,$100,$038,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,7,7,6,1,$080,$028,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,7,7,7,1,$090,$028,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,7,7,8,1,$0A0,$028,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,10,10,1,8,$030,$098,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,27,27,2,3,$040,$048,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,27,27,3,3,$050,$048,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,27,27,4,3,$060,$048,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,29,29,2,1,$040,$028,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,29,29,3,1,$050,$028,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,29,29,4,1,$060,$028,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,29,29,2,3,$040,$048,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,29,29,3,3,$050,$048,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,29,29,4,3,$060,$048,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,31,31,12,4,$0E0,$058,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,31,31,13,4,$0F0,$058,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,31,31,14,4,$100,$058,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,33,33,13,1,$0F0,$028,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,33,33,14,1,$100,$028,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,47,47,12,1,$0E0,$028,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,67,67,2,9,$040,$0A8,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,67,67,6,9,$080,$0A8,$1FC,CRP LFT SLO,crp_mover,$017410,High
4,67,67,17,9,$130,$0A8,$1FC,CRP LFT SLO,crp_mover,$017410,High
1,20,12,13,3,$0F0,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
1,20,12,14,3,$100,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
1,20,12,15,3,$110,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
1,20,12,16,3,$120,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
2,4,13,6,4,$080,$058,$1FD,CRP LFT FST,crp_mover,$017410,High
2,4,13,12,4,$0E0,$058,$1FD,CRP LFT FST,crp_mover,$017410,High
2,11,11,11,5,$0D0,$068,$1FD,CRP LFT FST,crp_mover,$017410,High
2,11,11,12,5,$0E0,$068,$1FD,CRP LFT FST,crp_mover,$017410,High
2,11,11,13,5,$0F0,$068,$1FD,CRP LFT FST,crp_mover,$017410,High
2,11,11,14,5,$100,$068,$1FD,CRP LFT FST,crp_mover,$017410,High
3,5,14,14,2,$100,$038,$1FD,CRP LFT FST,crp_mover,$017410,High
3,5,14,16,2,$120,$038,$1FD,CRP LFT FST,crp_mover,$017410,High
3,5,14,15,3,$110,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
3,5,14,14,4,$100,$058,$1FD,CRP LFT FST,crp_mover,$017410,High
3,5,14,13,5,$0F0,$068,$1FD,CRP LFT FST,crp_mover,$017410,High
3,5,14,12,6,$0E0,$078,$1FD,CRP LFT FST,crp_mover,$017410,High
3,16,5,12,2,$0E0,$038,$1FD,CRP LFT FST,crp_mover,$017410,High
3,16,5,13,2,$0F0,$038,$1FD,CRP LFT FST,crp_mover,$017410,High
4,11,11,4,3,$060,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
4,11,11,5,3,$070,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
4,11,11,6,3,$080,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
4,11,11,7,3,$090,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
4,33,33,7,8,$090,$098,$1FD,CRP LFT FST,crp_mover,$017410,High
4,33,33,16,8,$120,$098,$1FD,CRP LFT FST,crp_mover,$017410,High
4,41,41,2,1,$040,$028,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,2,3,$040,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,5,3,$070,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,9,3,$0B0,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,10,3,$0C0,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,11,3,$0D0,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,15,3,$110,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,16,3,$120,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,17,3,$130,$048,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,16,5,$120,$068,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,17,5,$130,$068,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,18,5,$140,$068,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,15,7,$110,$088,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,16,7,$120,$088,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,17,7,$130,$088,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,18,7,$140,$088,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,12,8,$0E0,$098,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,13,8,$0F0,$098,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,2,9,$040,$0A8,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,3,9,$050,$0A8,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,4,9,$060,$0A8,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,5,9,$070,$0A8,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,7,9,$090,$0A8,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,8,9,$0A0,$0A8,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,9,9,$0B0,$0A8,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,10,9,$0C0,$0A8,$1FD,CRP LFT FST,crp_mover,$017410,High
4,62,62,11,9,$0D0,$0A8,$1FD,CRP LFT FST,crp_mover,$017410,High
4,72,72,4,8,$060,$098,$1FD,CRP LFT FST,crp_mover,$017410,High
4,72,72,5,8,$070,$098,$1FD,CRP LFT FST,crp_mover,$017410,High
4,72,72,6,8,$080,$098,$1FD,CRP LFT FST,crp_mover,$017410,High
4,72,72,7,8,$090,$098,$1FD,CRP LFT FST,crp_mover,$017410,High
2,11,11,11,7,$0D0,$088,$1FE,CRP RHT SLO,crp_mover,$016F86,High
2,11,11,12,7,$0E0,$088,$1FE,CRP RHT SLO,crp_mover,$016F86,High
2,11,11,13,7,$0F0,$088,$1FE,CRP RHT SLO,crp_mover,$016F86,High
2,11,11,14,7,$100,$088,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,7,7,3,1,$050,$028,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,7,7,4,1,$060,$028,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,7,7,5,1,$070,$028,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,8,8,2,2,$040,$038,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,8,8,8,8,$0A0,$098,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,11,11,12,3,$0E0,$048,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,11,11,13,3,$0F0,$048,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,11,11,14,3,$100,$048,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,11,11,15,3,$110,$048,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,15,15,9,4,$0B0,$058,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,31,31,9,1,$0B0,$028,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,31,31,10,1,$0C0,$028,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,31,31,11,1,$0D0,$028,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,33,33,15,1,$110,$028,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,41,41,2,8,$040,$098,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,41,41,3,8,$050,$098,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,41,41,4,8,$060,$098,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,44,44,8,1,$0A0,$028,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,44,44,9,1,$0B0,$028,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,44,44,10,1,$0C0,$028,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,45,45,12,1,$0E0,$028,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,45,45,11,2,$0D0,$038,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,45,45,10,3,$0C0,$048,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,45,45,9,4,$0B0,$058,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,45,45,8,5,$0A0,$068,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,45,45,7,6,$090,$078,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,47,47,8,6,$0A0,$078,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,47,47,11,6,$0D0,$078,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,67,67,12,5,$0E0,$068,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,67,67,12,7,$0E0,$088,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,72,72,11,5,$0D0,$068,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,72,72,12,5,$0E0,$068,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,72,72,13,5,$0F0,$068,$1FE,CRP RHT SLO,crp_mover,$016F86,High
4,72,72,14,5,$100,$068,$1FE,CRP RHT SLO,crp_mover,$016F86,High
3,12,16,7,2,$090,$038,$1FF,CRP RHT FST,crp_mover,$016F86,High
3,12,16,8,2,$0A0,$038,$1FF,CRP RHT FST,crp_mover,$016F86,High
3,12,16,9,2,$0B0,$038,$1FF,CRP RHT FST,crp_mover,$016F86,High
3,12,16,10,2,$0C0,$038,$1FF,CRP RHT FST,crp_mover,$016F86,High
3,12,16,11,2,$0D0,$038,$1FF,CRP RHT FST,crp_mover,$016F86,High
4,15,15,5,4,$070,$058,$1FF,CRP RHT FST,crp_mover,$016F86,High
4,27,27,12,3,$0E0,$048,$1FF,CRP RHT FST,crp_mover,$016F86,High
4,27,27,13,3,$0F0,$048,$1FF,CRP RHT FST,crp_mover,$016F86,High
4,27,27,14,3,$100,$048,$1FF,CRP RHT FST,crp_mover,$016F86,High
4,27,27,15,3,$110,$048,$1FF,CRP RHT FST,crp_mover,$016F86,High
4,33,33,4,8,$060,$098,$1FF,CRP RHT FST,crp_mover,$016F86,High
4,33,33,10,8,$0C0,$098,$1FF,CRP RHT FST,crp_mover,$016F86,High
4,33,33,13,8,$0F0,$098,$1FF,CRP RHT FST,crp_mover,$016F86,High
4,44,44,11,3,$0D0,$048,$1FF,CRP RHT FST,crp_mover,$016F86,High
4,44,44,4,8,$060,$098,$1FF,CRP RHT FST,crp_mover,$016F86,High
4,2,2,6,5,$080,$068,$200,,random_bonus_or_object_generator,$018344,High
4,5,5,15,3,$110,$048,$200,,random_bonus_or_object_generator,$018344,High
4,8,8,8,5,$0A0,$068,$200,,random_bonus_or_object_generator,$018344,High
4,13,13,8,4,$0A0,$058,$200,,random_bonus_or_object_generator,$018344,High
4,30,30,5,5,$070,$068,$200,,random_bonus_or_object_generator,$018344,High
4,30,30,11,5,$0D0,$068,$200,,random_bonus_or_object_generator,$018344,High
4,49,49,11,6,$0D0,$078,$200,,random_bonus_or_object_generator,$018344,High
4,54,54,11,5,$0D0,$068,$200,,random_bonus_or_object_generator,$018344,High
4,58,58,5,5,$070,$068,$200,,random_bonus_or_object_generator,$018344,High
4,69,69,6,5,$080,$068,$200,,random_bonus_or_object_generator,$018344,High
2,1,4,10,6,$0C0,$078,$232,,static_instantiated_object,$01236E,Proven
2,3,0,7,6,$090,$078,$232,,static_instantiated_object,$01236E,Proven
2,9,3,4,7,$060,$088,$232,,static_instantiated_object,$01236E,Proven
2,16,7,11,7,$0D0,$088,$232,,static_instantiated_object,$01236E,Proven
2,18,9,17,7,$130,$088,$232,,static_instantiated_object,$01236E,Proven
2,21,16,6,5,$080,$068,$232,,static_instantiated_object,$01236E,Proven
2,26,20,3,6,$050,$078,$232,,static_instantiated_object,$01236E,Proven
2,28,18,3,6,$050,$078,$232,,static_instantiated_object,$01236E,Proven
3,13,15,8,6,$0A0,$078,$232,,static_instantiated_object,$01236E,Proven
3,18,9,2,6,$040,$078,$232,,static_instantiated_object,$01236E,Proven
3,20,19,3,6,$050,$078,$232,,static_instantiated_object,$01236E,Proven
3,23,26,7,3,$090,$048,$232,,static_instantiated_object,$01236E,Proven
3,24,6,5,6,$070,$078,$232,,static_instantiated_object,$01236E,Proven
3,28,30,6,6,$080,$078,$232,,static_instantiated_object,$01236E,Proven
4,6,6,16,7,$120,$088,$232,,static_instantiated_object,$01236E,Proven
4,11,11,12,7,$0E0,$088,$232,,static_instantiated_object,$01236E,Proven
4,15,15,1,7,$030,$088,$232,,static_instantiated_object,$01236E,Proven
4,21,21,13,5,$0F0,$068,$232,,static_instantiated_object,$01236E,Proven
4,21,21,4,6,$060,$078,$232,,static_instantiated_object,$01236E,Proven
4,24,24,3,7,$050,$088,$232,,static_instantiated_object,$01236E,Proven
4,37,37,4,7,$060,$088,$232,,static_instantiated_object,$01236E,Proven
4,37,37,10,7,$0C0,$088,$232,,static_instantiated_object,$01236E,Proven
4,38,38,17,4,$130,$058,$232,,static_instantiated_object,$01236E,Proven
4,41,41,14,7,$100,$088,$232,,static_instantiated_object,$01236E,Proven
4,43,43,14,5,$100,$068,$232,,static_instantiated_object,$01236E,Proven
1,1,7,9,8,$0B0,$098,$242,,static_instantiated_object,$01236E,Proven
2,1,4,15,7,$110,$088,$242,,static_instantiated_object,$01236E,Proven
2,16,7,8,8,$0A0,$098,$242,,static_instantiated_object,$01236E,Proven
2,17,8,3,7,$050,$088,$242,,static_instantiated_object,$01236E,Proven
2,21,16,3,7,$050,$088,$242,,static_instantiated_object,$01236E,Proven
3,8,2,3,7,$050,$088,$242,,static_instantiated_object,$01236E,Proven
3,18,9,5,7,$070,$088,$242,,static_instantiated_object,$01236E,Proven
3,23,26,5,4,$070,$058,$242,,static_instantiated_object,$01236E,Proven
3,28,30,4,7,$060,$088,$242,,static_instantiated_object,$01236E,Proven
4,11,11,10,8,$0C0,$098,$242,,static_instantiated_object,$01236E,Proven
4,21,21,11,6,$0D0,$078,$242,,static_instantiated_object,$01236E,Proven
4,37,37,7,8,$090,$098,$242,,static_instantiated_object,$01236E,Proven
1,11,14,15,9,$110,$0A8,$24D,,animated_mechanism,$018138,High
2,24,22,6,9,$080,$0A8,$24D,,animated_mechanism,$018138,High
2,25,21,6,7,$080,$088,$24D,,animated_mechanism,$018138,High
3,27,31,2,9,$040,$0A8,$24D,,animated_mechanism,$018138,High
4,65,65,9,9,$0B0,$0A8,$24D,,animated_mechanism,$018138,High
1,11,14,14,6,$100,$078,$253,,animated_mechanism,$01818A,High
1,11,14,17,6,$130,$078,$253,,animated_mechanism,$01818A,High
2,16,7,3,3,$050,$048,$253,,animated_mechanism,$01818A,High
2,16,7,4,6,$060,$078,$253,,animated_mechanism,$01818A,High
2,24,22,5,6,$070,$078,$253,,animated_mechanism,$01818A,High
2,24,22,8,6,$0A0,$078,$253,,animated_mechanism,$01818A,High
2,25,21,5,4,$070,$058,$253,,animated_mechanism,$01818A,High
2,25,21,8,7,$0A0,$088,$253,,animated_mechanism,$01818A,High
2,25,21,5,8,$070,$098,$253,,animated_mechanism,$01818A,High
3,27,31,1,6,$030,$078,$253,,animated_mechanism,$01818A,High
3,27,31,4,6,$060,$078,$253,,animated_mechanism,$01818A,High
4,65,65,8,6,$0A0,$078,$253,,animated_mechanism,$01818A,High
4,65,65,11,6,$0D0,$078,$253,,animated_mechanism,$01818A,High
1,11,14,14,7,$100,$088,$254,,animated_mechanism,$01818A,High
1,11,14,17,7,$130,$088,$254,,animated_mechanism,$01818A,High
2,16,7,3,4,$050,$058,$254,,animated_mechanism,$01818A,High
2,16,7,4,5,$060,$068,$254,,animated_mechanism,$01818A,High
2,16,7,4,7,$060,$088,$254,,animated_mechanism,$01818A,High
2,24,22,5,7,$070,$088,$254,,animated_mechanism,$01818A,High
2,24,22,8,7,$0A0,$088,$254,,animated_mechanism,$01818A,High
2,25,21,5,5,$070,$068,$254,,animated_mechanism,$01818A,High
2,25,21,8,6,$0A0,$078,$254,,animated_mechanism,$01818A,High
3,27,31,1,7,$030,$088,$254,,animated_mechanism,$01818A,High
3,27,31,4,7,$060,$088,$254,,animated_mechanism,$01818A,High
4,65,65,8,7,$0A0,$088,$254,,animated_mechanism,$01818A,High
4,65,65,11,7,$0D0,$088,$254,,animated_mechanism,$01818A,High
1,11,14,14,8,$100,$098,$255,,animated_mechanism,$01818A,High
1,11,14,17,8,$130,$098,$255,,animated_mechanism,$01818A,High
2,16,7,4,4,$060,$058,$255,,animated_mechanism,$01818A,High
2,16,7,3,5,$050,$068,$255,,animated_mechanism,$01818A,High
2,16,7,3,7,$050,$088,$255,,animated_mechanism,$01818A,High
2,24,22,5,8,$070,$098,$255,,animated_mechanism,$01818A,High
2,24,22,8,8,$0A0,$098,$255,,animated_mechanism,$01818A,High
2,25,21,8,5,$0A0,$068,$255,,animated_mechanism,$01818A,High
2,25,21,5,6,$070,$078,$255,,animated_mechanism,$01818A,High
3,27,31,1,8,$030,$098,$255,,animated_mechanism,$01818A,High
3,27,31,4,8,$060,$098,$255,,animated_mechanism,$01818A,High
4,65,65,8,8,$0A0,$098,$255,,animated_mechanism,$01818A,High
4,65,65,11,8,$0D0,$098,$255,,animated_mechanism,$01818A,High
1,11,14,14,9,$100,$0A8,$256,,animated_mechanism,$01818A,High
1,11,14,17,9,$130,$0A8,$256,,animated_mechanism,$01818A,High
2,16,7,4,3,$060,$048,$256,,animated_mechanism,$01818A,High
2,16,7,3,6,$050,$078,$256,,animated_mechanism,$01818A,High
2,24,22,5,9,$070,$0A8,$256,,animated_mechanism,$01818A,High
2,24,22,8,9,$0A0,$0A8,$256,,animated_mechanism,$01818A,High
2,25,21,8,4,$0A0,$058,$256,,animated_mechanism,$01818A,High
2,25,21,5,7,$070,$088,$256,,animated_mechanism,$01818A,High
2,25,21,8,8,$0A0,$098,$256,,animated_mechanism,$01818A,High
3,27,31,1,9,$030,$0A8,$256,,animated_mechanism,$01818A,High
3,27,31,4,9,$060,$0A8,$256,,animated_mechanism,$01818A,High
4,65,65,8,9,$0A0,$0A8,$256,,animated_mechanism,$01818A,High
4,65,65,11,9,$0D0,$0A8,$256,,animated_mechanism,$01818A,High
3,20,19,16,2,$120,$038,$257,,animated_mechanism,$014F08,Proven
3,20,19,19,8,$150,$098,$257,,animated_mechanism,$014F08,Proven
3,21,20,0,2,$020,$038,$257,,animated_mechanism,$014F08,Proven
3,21,20,7,2,$090,$038,$257,,animated_mechanism,$014F08,Proven
3,21,20,11,2,$0D0,$038,$257,,animated_mechanism,$014F08,Proven
3,21,20,12,2,$0E0,$038,$257,,animated_mechanism,$014F08,Proven
3,21,20,15,2,$110,$038,$257,,animated_mechanism,$014F08,Proven
3,21,20,3,8,$050,$098,$257,,animated_mechanism,$014F08,Proven
3,21,20,5,8,$070,$098,$257,,animated_mechanism,$014F08,Proven
3,21,20,14,8,$100,$098,$257,,animated_mechanism,$014F08,Proven
3,21,20,16,8,$120,$098,$257,,animated_mechanism,$014F08,Proven
3,21,20,19,8,$150,$098,$257,,animated_mechanism,$014F08,Proven
3,22,21,0,2,$020,$038,$257,,animated_mechanism,$014F08,Proven
3,22,21,3,2,$050,$038,$257,,animated_mechanism,$014F08,Proven
3,22,21,5,2,$070,$038,$257,,animated_mechanism,$014F08,Proven
3,22,21,3,8,$050,$098,$257,,animated_mechanism,$014F08,Proven
4,11,11,7,10,$090,$0B8,$257,,animated_mechanism,$014F08,Proven
4,19,19,11,3,$0D0,$048,$257,,animated_mechanism,$014F08,Proven
4,19,19,16,3,$120,$048,$257,,animated_mechanism,$014F08,Proven
4,19,19,13,4,$0F0,$058,$257,,animated_mechanism,$014F08,Proven
4,19,19,14,4,$100,$058,$257,,animated_mechanism,$014F08,Proven
4,47,47,6,8,$080,$098,$257,,animated_mechanism,$014F08,Proven
4,47,47,10,8,$0C0,$098,$257,,animated_mechanism,$014F08,Proven
4,47,47,14,8,$100,$098,$257,,animated_mechanism,$014F08,Proven
4,47,47,7,9,$090,$0A8,$257,,animated_mechanism,$014F08,Proven
4,47,47,11,9,$0D0,$0A8,$257,,animated_mechanism,$014F08,Proven
4,47,47,6,10,$080,$0B8,$257,,animated_mechanism,$014F08,Proven
4,47,47,8,10,$0A0,$0B8,$257,,animated_mechanism,$014F08,Proven
4,47,47,12,10,$0E0,$0B8,$257,,animated_mechanism,$014F08,Proven
4,51,51,2,10,$040,$0B8,$257,,animated_mechanism,$014F08,Proven
4,51,51,6,10,$080,$0B8,$257,,animated_mechanism,$014F08,Proven
4,51,51,10,10,$0C0,$0B8,$257,,animated_mechanism,$014F08,Proven
4,51,51,14,10,$100,$0B8,$257,,animated_mechanism,$014F08,Proven
4,55,55,13,10,$0F0,$0B8,$257,,animated_mechanism,$014F08,Proven
4,55,55,17,10,$130,$0B8,$257,,animated_mechanism,$014F08,Proven
4,63,63,13,0,$0F0,$018,$257,,animated_mechanism,$014F08,Proven
4,63,63,17,0,$130,$018,$257,,animated_mechanism,$014F08,Proven
4,69,69,14,10,$100,$0B8,$257,,animated_mechanism,$014F08,Proven
4,77,77,15,0,$110,$018,$257,,animated_mechanism,$014F08,Proven
4,77,77,8,6,$0A0,$078,$257,,animated_mechanism,$014F08,Proven
4,77,77,12,6,$0E0,$078,$257,,animated_mechanism,$014F08,Proven
4,77,77,8,7,$0A0,$088,$257,,animated_mechanism,$014F08,Proven
4,77,77,7,8,$090,$098,$257,,animated_mechanism,$014F08,Proven
4,77,77,9,8,$0B0,$098,$257,,animated_mechanism,$014F08,Proven
4,77,77,8,9,$0A0,$0A8,$257,,animated_mechanism,$014F08,Proven
4,77,77,12,9,$0E0,$0A8,$257,,animated_mechanism,$014F08,Proven
4,77,77,9,10,$0B0,$0B8,$257,,animated_mechanism,$014F08,Proven
4,77,77,12,10,$0E0,$0B8,$257,,animated_mechanism,$014F08,Proven
3,20,19,15,2,$110,$038,$258,,animated_mechanism,$014F08,Proven
3,21,20,1,2,$030,$038,$258,,animated_mechanism,$014F08,Proven
3,21,20,3,2,$050,$038,$258,,animated_mechanism,$014F08,Proven
3,21,20,5,2,$070,$038,$258,,animated_mechanism,$014F08,Proven
3,21,20,10,2,$0C0,$038,$258,,animated_mechanism,$014F08,Proven
