level,physical_room,logical_rooms,kind,anchor_x,anchor_y,controller_cost,edit_policy,runtime_role,detail,cells_json
3,21,22,energy_field_257_25A,3,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[3, 8, 599]]"
3,21,22,solid_animation_263_266,4,8,1,single_cell_place_move_delete,,4-frame ascending cycle $263-$266; collision=solid; source phase=$265,"[[4, 8, 613]]"
3,21,22,edge_spawn_band,13,0,0,advanced_move_only_preserve_raw_cardinality,,top side; persistent ST/ED endpoint semantics,"[[13, 0, 486], [17, 0, 487]]"
3,22,14,rnet_source,3,7,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[3, 7, 500]]"
3,22,14,rnet_source,4,7,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[4, 7, 500]]"
3,22,14,rnet_source,8,7,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[8, 7, 500]]"
3,22,14,rnet_source,9,7,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[9, 7, 500]]"
3,22,14,rnet_source,2,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[2, 8, 500]]"
3,22,14,rnet_source,6,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[6, 8, 500]]"
3,22,14,rnet_source,10,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[10, 8, 500]]"
3,22,14,edge_spawn_band,2,0,0,advanced_move_only_preserve_raw_cardinality,,top side; persistent ST/ED endpoint semantics,"[[2, 0, 486], [18, 0, 487]]"
3,23,6,rnet_source,4,3,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[4, 3, 501]]"
3,23,6,rnet_source,5,3,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[5, 3, 501]]"
3,23,6,rnet_source,8,3,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[8, 3, 501]]"
3,23,6,rnet_source,9,3,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[9, 3, 501]]"
3,23,6,rnet_source,12,3,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[12, 3, 501]]"
3,23,6,rnet_source,13,3,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[13, 3, 501]]"
3,23,6,rnet_source,16,3,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[16, 3, 501]]"
3,23,6,rnet_source,17,3,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[17, 3, 501]]"
3,24,7,large_cannon_30C,14,3,1,atomic_place_move_delete_preserve_collateral,,,"[[13, 2, 278], [14, 2, 279], [15, 2, 280], [16, 2, 281], [13, 3, 282], [14, 3, 780], [15, 3, 781], [16, 3, 285], [13, 4, 286], [14, 4, 782], [15, 4, 783]]"
3,24,7,rnet_source,11,2,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[11, 2, 501]]"
3,24,7,edge_spawn_band,5,10,0,advanced_move_only_preserve_raw_cardinality,,bottom side; persistent ST/ED endpoint semantics,"[[5, 10, 482], [17, 10, 483]]"
3,25,15,edge_spawn_band,5,10,0,advanced_move_only_preserve_raw_cardinality,,bottom side; persistent ST/ED endpoint semantics,"[[5, 10, 482], [17, 10, 483]]"
3,26,23,compound_232_2x3,7,3,1,atomic_place_move_delete,,,"[[7, 3, 562], [8, 3, 563], [7, 4, 564], [8, 4, 565], [7, 5, 566], [8, 5, 567]]"
3,26,23,compound_242_2x2,5,4,1,atomic_place_move_delete,,,"[[5, 4, 578], [6, 4, 579], [5, 5, 580], [6, 5, 581]]"
3,26,23,reactor_animation,5,9,1,single_cell_place_move_delete,,RACT DOWN; runtime frames $308-$30B,"[[5, 9, 480]]"
3,26,23,reactor_animation,9,9,1,single_cell_place_move_delete,,RACT DOWN; runtime frames $308-$30B,"[[9, 9, 480]]"
3,26,23,edge_spawn_band,5,10,0,advanced_move_only_preserve_raw_cardinality,,bottom side; persistent ST/ED endpoint semantics,"[[5, 10, 483], [17, 10, 483]]"
3,27,31,left_gun_346,14,6,1,single_cell_place_move_delete,,,"[[14, 6, 838]]"
3,28,30,right_gun_329,4,6,1,single_cell_place_move_delete,,,"[[4, 6, 809]]"
3,28,30,particle_emitter,7,8,1,single_cell_place_move_delete_with_runtime_pool_warning,,child allocator uses shared slots 19..40 and checks failure,"[[7, 8, 159]]"
3,29,29,large_cannon_30C,8,3,1,atomic_place_move_delete_preserve_collateral,,,"[[7, 2, 278], [8, 2, 279], [9, 2, 280], [10, 2, 281], [7, 3, 282], [8, 3, 780], [9, 3, 781], [10, 3, 285], [7, 4, 286], [8, 4, 782], [9, 4, 783]]"
3,29,29,organic_cannon_300,9,5,1,atomic_place_move_delete,,,"[[9, 5, 768], [9, 6, 102], [8, 7, 98], [9, 7, 100], [10, 7, 99], [11, 7, 101], [8, 8, 92], [9, 8, 93], [10, 8, 94], [11, 8, 95]]"
3,29,29,reactor_animation,4,8,1,single_cell_place_move_delete,,RACT UP; runtime frames $304-$307,"[[4, 8, 481]]"
3,29,29,reactor_animation,6,8,1,single_cell_place_move_delete,,RACT UP; runtime frames $304-$307,"[[6, 8, 481]]"
3,29,29,edge_spawn_band,0,2,0,advanced_move_only_preserve_raw_cardinality,,left side; persistent ST/ED endpoint semantics,"[[0, 2, 484], [0, 8, 485]]"
3,30,28,compound_232_2x3,6,6,1,atomic_place_move_delete,,,"[[6, 6, 562], [7, 6, 563], [6, 7, 564], [7, 7, 565], [6, 8, 566], [7, 8, 567]]"
3,30,28,compound_242_2x2,4,7,1,atomic_place_move_delete,,,"[[4, 7, 578], [5, 7, 579], [4, 8, 580], [5, 8, 581]]"
3,30,28,rnet_source,4,2,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[4, 2, 501]]"
3,30,28,rnet_source,5,2,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[5, 2, 501]]"
3,30,28,rnet_source,10,2,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[10, 2, 501]]"
3,30,28,rnet_source,11,2,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[11, 2, 501]]"
3,30,28,rnet_source,10,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[10, 8, 500]]"
3,30,28,rnet_source,12,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[12, 8, 500]]"
3,31,27,landing_pad,2,5,0,move_pair_only_one_per_level,,,"[[2, 5, 804], [3, 5, 805]]"
3,31,27,solid_animation_253_256,1,6,1,single_cell_place_move_delete,,4-frame descending cycle $253-$256; collision=solid; source phase=$253,"[[1, 6, 595]]"
3,31,27,solid_animation_253_256,4,6,1,single_cell_place_move_delete,,4-frame descending cycle $253-$256; collision=solid; source phase=$253,"[[4, 6, 595]]"
3,31,27,solid_animation_253_256,1,7,1,single_cell_place_move_delete,,4-frame descending cycle $253-$256; collision=solid; source phase=$254,"[[1, 7, 596]]"
3,31,27,solid_animation_253_256,4,7,1,single_cell_place_move_delete,,4-frame descending cycle $253-$256; collision=solid; source phase=$254,"[[4, 7, 596]]"
3,31,27,solid_animation_253_256,1,8,1,single_cell_place_move_delete,,4-frame descending cycle $253-$256; collision=solid; source phase=$255,"[[1, 8, 597]]"
3,31,27,solid_animation_253_256,4,8,1,single_cell_place_move_delete,,4-frame descending cycle $253-$256; collision=solid; source phase=$255,"[[4, 8, 597]]"
3,31,27,solid_animation_253_256,1,9,1,single_cell_place_move_delete,,4-frame descending cycle $253-$256; collision=solid; source phase=$256,"[[1, 9, 598]]"
3,31,27,animated_pair_24D_24E,2,9,1,atomic_place_move_delete,,"5-frame horizontal pair: 24D/24E, 24F/250, 251/252, 24F/250, 24D/24E","[[2, 9, 589], [3, 9, 590]]"
3,31,27,solid_animation_253_256,4,9,1,single_cell_place_move_delete,,4-frame descending cycle $253-$256; collision=solid; source phase=$256,"[[4, 9, 598]]"
3,31,27,ele_vertical,5,2,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[5, 2, 504], [5, 6, 505]]"
3,31,27,ele_vertical,7,3,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[7, 3, 504], [7, 7, 505]]"
3,31,27,ele_vertical,11,3,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[11, 3, 504], [11, 7, 505]]"
3,31,27,ele_vertical,9,4,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[9, 4, 504], [9, 8, 505]]"
3,31,27,rnet_source,14,6,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[14, 6, 500]]"
4,0,0,ele_horizontal,1,4,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[1, 4, 502], [10, 4, 503]]"
4,0,0,ele_horizontal,6,6,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[6, 6, 502], [14, 6, 503]]"
4,1,1,ele_horizontal,1,4,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[1, 4, 502], [6, 4, 503]]"
4,2,2,mixed_spawn_pit,6,5,1,single_cell_place_move_delete_level4,,cargo or homing-hostile output; child allocations check failure,"[[6, 5, 512]]"
4,2,2,rnet_source,12,1,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[12, 1, 501]]"
4,2,2,rnet_source,15,5,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[15, 5, 500]]"
4,2,2,rnet_source,1,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET RIGHT,"[[1, 8, 497]]"
4,3,3,solid_animation_26B_26E,19,0,1,single_cell_place_move_delete,,4-frame ascending cycle $26B-$26E; collision=solid; source phase=$26B,"[[19, 0, 619]]"
4,3,3,energy_field_25B_25E,19,1,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25B,"[[19, 1, 603]]"
4,3,3,energy_field_25B_25E,19,2,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25C,"[[19, 2, 604]]"
4,3,3,right_gun_329,6,3,1,single_cell_place_move_delete,,,"[[6, 3, 809]]"
4,3,3,fixed_cannon_31C,11,3,1,single_cell_place_move_delete,,,"[[11, 3, 796]]"
4,3,3,left_gun_346,15,3,1,single_cell_place_move_delete,,,"[[15, 3, 838]]"
4,3,3,energy_field_25B_25E,19,3,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25D,"[[19, 3, 605]]"
4,3,3,solid_animation_267_26A,19,4,1,single_cell_place_move_delete,,4-frame ascending cycle $267-$26A; collision=solid; source phase=$267,"[[19, 4, 615]]"
4,3,3,rnet_source,1,7,0,move_delete_add_only_when_total_le_8,live_primary,RNET RIGHT,"[[1, 7, 497]]"
4,3,3,rnet_source,18,7,0,move_delete_add_only_when_total_le_8,live_primary,RNET LEFT,"[[18, 7, 496]]"
4,3,3,rnet_source,1,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET RIGHT,"[[1, 8, 497]]"
4,3,3,rnet_source,18,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET LEFT,"[[18, 9, 496]]"
4,4,4,reactor_animation,7,1,1,single_cell_place_move_delete,,RACT DOWN; runtime frames $308-$30B,"[[7, 1, 480]]"
4,4,4,reactor_animation,14,1,1,single_cell_place_move_delete,,RACT DOWN; runtime frames $308-$30B,"[[14, 1, 480]]"
4,4,4,organic_cannon_300,4,6,1,atomic_place_move_delete,,,"[[4, 6, 768], [4, 7, 102], [3, 8, 98], [4, 8, 100], [5, 8, 99], [6, 8, 101], [3, 9, 92], [4, 9, 93], [5, 9, 94], [6, 9, 95]]"
4,4,4,organic_cannon_300,14,6,1,atomic_place_move_delete,,,"[[14, 6, 768], [14, 7, 102], [13, 8, 98], [14, 8, 100], [15, 8, 99], [16, 8, 101], [13, 9, 92], [14, 9, 93], [15, 9, 94], [16, 9, 95]]"
4,4,4,rnet_source,9,1,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[9, 1, 501]]"
4,4,4,rnet_source,11,1,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[11, 1, 501]]"
4,4,4,rnet_source,3,4,0,move_delete_add_only_when_total_le_8,live_primary,RNET RIGHT,"[[3, 4, 497]]"
4,4,4,rnet_source,3,5,0,move_delete_add_only_when_total_le_8,live_primary,RNET RIGHT,"[[3, 5, 497]]"
4,5,5,mixed_spawn_pit,15,3,1,single_cell_place_move_delete_level4,,cargo or homing-hostile output; child allocations check failure,"[[15, 3, 512]]"
4,5,5,rnet_source,18,1,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[18, 1, 501]]"
4,5,5,rnet_source,13,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[13, 9, 500]]"
4,5,5,rnet_source,14,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[14, 9, 500]]"
4,5,5,rnet_source,15,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[15, 9, 500]]"
4,5,5,rnet_source,18,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[18, 9, 500]]"
4,6,6,fixed_cannon_31C,9,3,1,single_cell_place_move_delete,,,"[[9, 3, 796]]"
4,6,6,compound_232_2x3,16,7,1,atomic_place_move_delete,,,"[[16, 7, 562], [17, 7, 563], [16, 8, 564], [17, 8, 565], [16, 9, 566], [17, 9, 567]]"
4,6,6,rnet_source,6,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[6, 9, 500]]"
4,6,6,rnet_source,7,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[7, 9, 500]]"
4,6,6,rnet_source,8,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[8, 9, 500]]"
4,6,6,rnet_source,10,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[10, 9, 500]]"
4,6,6,rnet_source,11,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[11, 9, 500]]"
4,6,6,rnet_source,12,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[12, 9, 500]]"
4,7,7,rnet_source,9,1,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[9, 1, 501]]"
4,7,7,rnet_source,10,1,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[10, 1, 501]]"
4,7,7,rnet_source,11,1,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[11, 1, 501]]"
4,7,7,rnet_source,12,1,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[12, 1, 501]]"
4,7,7,crp_source,3,1,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP RIGHT SLOW,"[[3, 1, 510]]"
4,7,7,crp_source,4,1,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP RIGHT SLOW,"[[4, 1, 510]]"
4,7,7,crp_source,5,1,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP RIGHT SLOW,"[[5, 1, 510]]"
4,7,7,crp_source,6,1,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT SLOW,"[[6, 1, 508]]"
4,7,7,crp_source,7,1,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT SLOW,"[[7, 1, 508]]"
4,7,7,crp_source,8,1,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT SLOW,"[[8, 1, 508]]"
4,8,8,mixed_spawn_pit,8,5,1,single_cell_place_move_delete_level4,,cargo or homing-hostile output; child allocations check failure,"[[8, 5, 512]]"
4,8,8,crp_source,2,2,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP RIGHT SLOW,"[[2, 2, 510]]"
4,8,8,crp_source,8,8,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP RIGHT SLOW,"[[8, 8, 510]]"
4,9,9,player_start,16,3,0,move_only_sync_start_room_table,,,"[[16, 3, 43]]"
4,9,9,organic_cannon_300,2,6,1,atomic_place_move_delete,,,"[[2, 6, 768], [2, 7, 102], [1, 8, 98], [2, 8, 100], [3, 8, 99], [4, 8, 101], [1, 9, 92], [2, 9, 93], [3, 9, 94], [4, 9, 95]]"
4,9,9,ele_vertical,6,1,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[6, 1, 504], [6, 5, 505]]"
4,9,9,rnet_source,18,1,0,move_delete_add_only_when_total_le_8,live_primary,RNET LEFT,"[[18, 1, 496]]"
4,9,9,rnet_source,18,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[18, 9, 500]]"
4,10,10,ele_horizontal,3,3,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[3, 3, 502], [10, 3, 503]]"
4,10,10,ele_horizontal,4,4,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[4, 4, 502], [11, 4, 503]]"
4,10,10,ele_horizontal,5,6,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[5, 6, 502], [10, 6, 503]]"
4,10,10,crp_source,1,8,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT SLOW,"[[1, 8, 508]]"
4,11,11,mixed_spawn_pit,5,5,1,single_cell_place_move_delete_level4,,cargo or homing-hostile output; child allocations check failure,"[[5, 5, 738]]"
4,11,11,compound_232_2x3,12,7,1,atomic_place_move_delete,,,"[[12, 7, 562], [13, 7, 563], [12, 8, 564], [13, 8, 565], [12, 9, 566], [13, 9, 567]]"
4,11,11,compound_242_2x2,10,8,1,atomic_place_move_delete,,,"[[10, 8, 578], [11, 8, 579], [10, 9, 580], [11, 9, 581]]"
4,11,11,solid_animation_25F_262,3,10,1,single_cell_place_move_delete,,4-frame ascending cycle $25F-$262; collision=solid; source phase=$25F,"[[3, 10, 607]]"
4,11,11,energy_field_257_25A,4,10,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$258,"[[4, 10, 600]]"
4,11,11,energy_field_257_25A,5,10,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$259,"[[5, 10, 601]]"
4,11,11,energy_field_257_25A,6,10,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[6, 10, 602]]"
4,11,11,energy_field_257_25A,7,10,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[7, 10, 599]]"
4,11,11,solid_animation_263_266,8,10,1,single_cell_place_move_delete,,4-frame ascending cycle $263-$266; collision=solid; source phase=$263,"[[8, 10, 611]]"
4,11,11,crp_source,4,3,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT FAST,"[[4, 3, 509]]"
4,11,11,crp_source,5,3,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT FAST,"[[5, 3, 509]]"
4,11,11,crp_source,6,3,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT FAST,"[[6, 3, 509]]"
4,11,11,crp_source,7,3,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT FAST,"[[7, 3, 509]]"
4,11,11,crp_source,12,3,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP RIGHT SLOW,"[[12, 3, 510]]"
4,11,11,crp_source,13,3,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP RIGHT SLOW,"[[13, 3, 510]]"
4,11,11,crp_source,14,3,0,move_delete_add_only_when_total_le_6,overflow_overwritten,CRP RIGHT SLOW,"[[14, 3, 510]]"
4,11,11,crp_source,15,3,0,move_delete_add_only_when_total_le_6,overflow_slot76_live,CRP RIGHT SLOW,"[[15, 3, 510]]"
4,12,12,solid_animation_26B_26E,12,1,1,single_cell_place_move_delete,,4-frame ascending cycle $26B-$26E; collision=solid; source phase=$26B,"[[12, 1, 619]]"
4,12,12,large_cannon_30C,6,2,1,atomic_place_move_delete_preserve_collateral,,,"[[5, 1, 278], [6, 1, 279], [7, 1, 280], [8, 1, 281], [5, 2, 282], [6, 2, 780], [7, 2, 781], [8, 2, 285], [5, 3, 286], [6, 3, 782], [7, 3, 783]]"
4,12,12,energy_field_25B_25E,12,2,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25C,"[[12, 2, 604]]"
4,12,12,organic_cannon_300,3,3,1,atomic_place_move_delete,,,"[[3, 3, 768], [3, 4, 102], [2, 5, 98], [3, 5, 100], [4, 5, 99], [5, 5, 101], [2, 6, 92], [3, 6, 93], [4, 6, 94], [5, 6, 95]]"
4,12,12,energy_field_25B_25E,12,3,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25D,"[[12, 3, 605]]"
4,12,12,energy_field_25B_25E,12,4,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25E,"[[12, 4, 606]]"
4,12,12,solid_animation_267_26A,12,5,1,single_cell_place_move_delete,,4-frame ascending cycle $267-$26A; collision=solid; source phase=$267,"[[12, 5, 615]]"
4,12,12,organic_cannon_300,9,6,1,atomic_place_move_delete,,,"[[9, 6, 768], [9, 7, 102], [8, 8, 98], [9, 8, 100], [10, 8, 99], [11, 8, 101], [8, 9, 92], [9, 9, 93], [10, 9, 94], [11, 9, 95]]"
4,12,12,rnet_source,13,1,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[13, 1, 501]]"
4,12,12,rnet_source,14,1,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[14, 1, 501]]"
4,12,12,rnet_source,15,1,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[15, 1, 501]]"
4,12,12,rnet_source,16,1,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[16, 1, 501]]"
4,12,12,rnet_source,17,5,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[17, 5, 500]]"
4,13,13,left_gun_346,13,2,1,single_cell_place_move_delete,,,"[[13, 2, 838]]"
4,13,13,right_gun_329,4,3,1,single_cell_place_move_delete,,,"[[4, 3, 809]]"
4,13,13,mixed_spawn_pit,8,4,1,single_cell_place_move_delete_level4,,cargo or homing-hostile output; child allocations check failure,"[[8, 4, 512]]"
4,13,13,left_gun_346,13,6,1,single_cell_place_move_delete,,,"[[13, 6, 838]]"
4,13,13,right_gun_329,4,7,1,single_cell_place_move_delete,,,"[[4, 7, 809]]"
4,14,14,rnet_source,10,4,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[10, 4, 500]]"
4,14,14,rnet_source,9,5,0,move_delete_add_only_when_total_le_8,live_primary,RNET LEFT,"[[9, 5, 496]]"
4,14,14,rnet_source,11,5,0,move_delete_add_only_when_total_le_8,live_primary,RNET RIGHT,"[[11, 5, 497]]"
4,14,14,rnet_source,10,6,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[10, 6, 501]]"
4,14,14,edge_spawn_band,19,1,0,advanced_move_only_preserve_raw_cardinality,,right side; persistent ST/ED endpoint semantics,"[[19, 1, 488], [19, 3, 489]]"
4,15,15,fixed_cannon_31C,2,3,1,single_cell_place_move_delete,,,"[[2, 3, 796]]"
4,15,15,mixed_spawn_pit,16,4,1,single_cell_place_move_delete_level4,,cargo or homing-hostile output; child allocations check failure,"[[16, 4, 738]]"
4,15,15,compound_232_2x3,1,7,1,atomic_place_move_delete,,,"[[1, 7, 562], [2, 7, 563], [1, 8, 564], [2, 8, 565], [1, 9, 566], [2, 9, 567]]"
4,15,15,ele_vertical,6,2,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[6, 2, 504], [6, 6, 505]]"
4,15,15,ele_vertical,8,3,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[8, 3, 504], [8, 7, 505]]"
4,15,15,crp_source,5,4,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP RIGHT FAST,"[[5, 4, 511]]"
4,15,15,crp_source,9,4,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP RIGHT SLOW,"[[9, 4, 510]]"
4,16,16,left_gun_346,11,4,1,single_cell_place_move_delete,,,"[[11, 4, 838]]"
4,16,16,edge_spawn_band,2,10,0,advanced_move_only_preserve_raw_cardinality,,bottom side; persistent ST/ED endpoint semantics,"[[2, 10, 482], [8, 10, 483]]"
4,17,17,ele_horizontal,4,4,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[4, 4, 502], [10, 4, 503]]"
4,17,17,ele_horizontal,5,6,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[5, 6, 502], [11, 6, 503]]"
4,17,17,ele_vertical,7,2,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[7, 2, 504], [7, 7, 505]]"
4,17,17,ele_vertical,9,3,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[9, 3, 504], [9, 8, 505]]"
4,18,18,rnet_source,8,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[8, 9, 500]]"
4,18,18,rnet_source,9,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[9, 9, 500]]"
4,18,18,rnet_source,15,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[15, 9, 500]]"
4,18,18,rnet_source,16,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[16, 9, 500]]"
4,19,19,solid_animation_25F_262,8,3,1,single_cell_place_move_delete,,4-frame ascending cycle $25F-$262; collision=solid; source phase=$25F,"[[8, 3, 607]]"
4,19,19,energy_field_257_25A,9,3,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[9, 3, 602]]"
4,19,19,energy_field_257_25A,10,3,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$258,"[[10, 3, 600]]"
4,19,19,energy_field_257_25A,11,3,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[11, 3, 599]]"
4,19,19,energy_field_257_25A,12,3,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$259,"[[12, 3, 601]]"
4,19,19,energy_field_257_25A,13,3,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[13, 3, 602]]"
4,19,19,energy_field_257_25A,14,3,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$259,"[[14, 3, 601]]"
4,19,19,energy_field_257_25A,15,3,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[15, 3, 602]]"
4,19,19,energy_field_257_25A,16,3,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[16, 3, 599]]"
4,19,19,solid_animation_263_266,17,3,1,single_cell_place_move_delete,,4-frame ascending cycle $263-$266; collision=solid; source phase=$263,"[[17, 3, 611]]"
